,student_id,student_name_x,email_x,phone_x,course,admission_date,admission_status,total_fee,paid_fee,payment_status
1671,STU-2671,Rajesh Reddy,rajesh.66@mail.com,9688970533,MBA,2024-08-09 15:00:00,Admitted,82295,19946,Paid
1672,STU-2672,Michael Moore,michael.84@mail.com,9824584278,BCA,2024-08-09 16:00:00,Rejected,60200,126356,Paid
1673,STU-2673,Rakesh Iyer,rakesh.66@mail.com,9317256792,B.Tech,2024-08-09 17:00:00,Rejected,184041,150151,Partially Paid
1674,STU-2674,Karthik Patel,karthik.17@mail.com,9732749127,BBA,2024-08-09 18:00:00,Rejected,86160,161872,Partially Paid
1675,STU-2675,Deepa Gupta,deepa.38@mail.com,9712452633,MCA,2024-08-09 19:00:00,Admitted,196805,128515,Paid
1676,STU-2676,Karthik Das,karthik.17@mail.com,9175020664,MCA,2024-08-09 20:00:00,Waitlisted,195743,122893,Pending
1677,STU-2677,Sneha Reddy,sneha.48@mail.com,9906692961,MBA,2024-08-09 21:00:00,Waitlisted,119506,139867,Partially Paid
1678,STU-2678,Meena Gupta,meena.26@mail.com,9477596758,MCA,2024-08-09 22:00:00,Admitted,100448,175465,Partially Paid
1679,STU-2679,Pooja Gupta,pooja.81@mail.com,9205576803,MCA,2024-08-09 23:00:00,Rejected,93955,56680,Partially Paid
1680,STU-2680,Vivek Das,vivek.10@mail.com,9652416459,MCA,2024-08-10 00:00:00,Admitted,161973,95789,Paid
1681,STU-2681,Vivek Patel,vivek.12@mail.com,9463011198,BCA,2024-08-10 01:00:00,Waitlisted,153958,150253,Partially Paid
1682,STU-2682,Neha Verma,neha.37@mail.com,9668853295,MCA,2024-08-10 02:00:00,Rejected,172172,52005,Paid
1683,STU-2683,Manish Gupta,manish.75@mail.com,9915950608,BCA,2024-08-10 03:00:00,Admitted,128826,126615,Pending
1684,STU-2684,Karthik Patel,karthik.25@mail.com,9684512372,BBA,2024-08-10 04:00:00,Waitlisted,181423,136446,Partially Paid
1685,STU-2685,Neha Verma,neha.88@mail.com,9543762664,B.Tech,2024-08-10 05:00:00,Waitlisted,145373,88886,Paid
1686,STU-2686,Deepa Patel,deepa.77@mail.com,9371574034,BCA,2024-08-10 06:00:00,Rejected,165049,125665,Pending
1687,STU-2687,Meena Choudhary,meena.23@mail.com,9109358597,B.Tech,2024-08-10 07:00:00,Waitlisted,82028,102093,Partially Paid
1688,STU-2688,Sneha Gupta,sneha.59@mail.com,9693370518,MBA,2024-08-10 08:00:00,Admitted,154999,82380,Pending
1689,STU-2689,Karthik Choudhary,karthik.35@mail.com,9826976327,B.Tech,2024-08-10 09:00:00,Admitted,63375,157024,Partially Paid
1690,STU-2690,Rajesh Nair,rajesh.63@mail.com,9662934275,B.Tech,2024-08-10 10:00:00,Admitted,131765,127139,Pending
1691,STU-2691,Vivek Nair,vivek.87@mail.com,9503313526,BBA,2024-08-10 11:00:00,Admitted,127378,36743,Paid
1692,STU-2692,David Brown,david.19@mail.com,9509857697,B.Tech,2024-08-10 12:00:00,Waitlisted,145125,175278,Pending
1693,STU-2693,John Taylor,john.61@mail.com,9826457452,MBA,2024-08-10 13:00:00,Waitlisted,160826,64558,Paid
1694,STU-2694,Anita Patel,anita.96@mail.com,9914093571,B.Tech,2024-08-10 14:00:00,Rejected,159904,31385,Paid
1695,STU-2695,Rahul Singh,rahul.89@mail.com,9608135009,MCA,2024-08-10 15:00:00,Rejected,132315,80428,Pending
1696,STU-2696,Arjun Choudhary,arjun.73@mail.com,9853272922,BCA,2024-08-10 16:00:00,Waitlisted,116010,108924,Paid
1697,STU-2697,Emma Anderson,emma.67@mail.com,9750045952,MCA,2024-08-10 17:00:00,Rejected,133935,144902,Pending
1698,STU-2698,Arjun Nair,arjun.28@mail.com,9222473510,MCA,2024-08-10 18:00:00,Admitted,98694,60961,Pending
1699,STU-2699,Divya Singh,divya.16@mail.com,9548785466,BCA,2024-08-10 19:00:00,Waitlisted,93817,89484,Pending
1700,STU-2700,Arjun Verma,arjun.91@mail.com,9327501446,B.Tech,2024-08-10 20:00:00,Admitted,147018,179373,Pending
1701,STU-2701,Karthik Verma,karthik.78@mail.com,9833657203,B.Tech,2024-08-10 21:00:00,Rejected,81103,115627,Paid
1702,STU-2702,Rahul Das,rahul.14@mail.com,9308851529,B.Tech,2024-08-10 22:00:00,Waitlisted,156896,163948,Paid
1703,STU-2703,Pooja Verma,pooja.43@mail.com,9619978351,MCA,2024-08-10 23:00:00,Admitted,130210,94897,Partially Paid
1704,STU-2704,Sneha Nair,sneha.55@mail.com,9774716583,BBA,2024-08-11 00:00:00,Admitted,64957,51908,Paid
1705,STU-2705,Anita Sharma,anita.25@mail.com,9502221365,B.Tech,2024-08-11 01:00:00,Rejected,158536,69565,Partially Paid
1706,STU-2706,Anita Choudhary,anita.17@mail.com,9432306973,B.Tech,2024-08-11 02:00:00,Waitlisted,190815,62060,Paid
1707,STU-2707,Divya Iyer,divya.83@mail.com,9961380119,BCA,2024-08-11 03:00:00,Admitted,130105,102538,Paid
1708,STU-2708,Sarah Lee,sarah.94@mail.com,9594209594,MCA,2024-08-11 04:00:00,Rejected,166211,119710,Pending
1709,STU-2709,Amit Nair,amit.12@mail.com,9731185921,MCA,2024-08-11 05:00:00,Rejected,193233,174730,Paid
1710,STU-2710,Sarah Moore,sarah.76@mail.com,9761764934,B.Tech,2024-08-11 06:00:00,Waitlisted,73513,171964,Pending
1711,STU-2711,Rakesh Sharma,rakesh.38@mail.com,9979542356,BCA,2024-08-11 07:00:00,Waitlisted,139499,113533,Pending
1712,STU-2712,Rahul Reddy,rahul.25@mail.com,9716983529,B.Tech,2024-08-11 08:00:00,Rejected,87657,84805,Pending
1713,STU-2713,Divya Sharma,divya.18@mail.com,9127078787,B.Tech,2024-08-11 09:00:00,Rejected,119167,56698,Partially Paid
1714,STU-2714,Olivia Lee,olivia.49@mail.com,9783902223,MBA,2024-08-11 10:00:00,Waitlisted,98014,139640,Pending
1715,STU-2715,Kiran Iyer,kiran.13@mail.com,9241561937,BBA,2024-08-11 11:00:00,Rejected,198028,108204,Paid
1716,STU-2716,Daniel Williams,daniel.36@mail.com,9230403563,MCA,2024-08-11 12:00:00,Waitlisted,109175,137375,Paid
1717,STU-2717,John Moore,john.24@mail.com,9222180894,BBA,2024-08-11 13:00:00,Admitted,189604,17066,Partially Paid
1718,STU-2718,Rahul Iyer,rahul.43@mail.com,9304148571,BBA,2024-08-11 14:00:00,Rejected,97662,85534,Pending
1719,STU-2719,Sophia Thomas,sophia.59@mail.com,9151399487,MCA,2024-08-11 15:00:00,Admitted,164914,160100,Pending
1720,STU-2720,Emily Johnson,emily.26@mail.com,9764567982,BBA,2024-08-11 16:00:00,Waitlisted,124228,174897,Paid
1721,STU-2721,Emily Lee,emily.83@mail.com,9819950385,MBA,2024-08-11 17:00:00,Rejected,127062,112281,Pending
1722,STU-2722,Robert Smith,robert.84@mail.com,9856956675,MBA,2024-08-11 18:00:00,Admitted,164510,26759,Partially Paid
1723,STU-2723,Michael Taylor,michael.30@mail.com,9215242560,MBA,2024-08-11 19:00:00,Waitlisted,154248,102628,Paid
1724,STU-2724,Nisha Sharma,nisha.83@mail.com,9134893455,BCA,2024-08-11 20:00:00,Admitted,124952,159928,Pending
1725,STU-2725,Amit Nair,amit.65@mail.com,9825272503,B.Tech,2024-08-11 21:00:00,Rejected,68154,81518,Partially Paid
1726,STU-2726,Sanjay Sharma,sanjay.14@mail.com,9817566669,BCA,2024-08-11 22:00:00,Admitted,123950,159155,Partially Paid
1727,STU-2727,Vivek Sharma,vivek.94@mail.com,9465198297,B.Tech,2024-08-11 23:00:00,Waitlisted,124876,164345,Paid
1728,STU-2728,Neha Choudhary,neha.42@mail.com,9417208156,BBA,2024-08-12 00:00:00,Rejected,84686,102635,Pending
1729,STU-2729,Rahul Patel,rahul.87@mail.com,9915847428,BBA,2024-08-12 01:00:00,Rejected,179232,22396,Partially Paid
1730,STU-2730,Nisha Verma,nisha.87@mail.com,9244420547,B.Tech,2024-08-12 02:00:00,Rejected,182850,167650,Pending
1731,STU-2731,Manish Sharma,manish.86@mail.com,9340804490,MCA,2024-08-12 03:00:00,Waitlisted,199650,164853,Pending
1732,STU-2732,Meena Reddy,meena.13@mail.com,9159907481,MCA,2024-08-12 04:00:00,Waitlisted,130318,84710,Pending
1733,STU-2733,Robert Anderson,robert.62@mail.com,9573197338,MCA,2024-08-12 05:00:00,Admitted,181882,17180,Partially Paid
1734,STU-2734,Meena Das,meena.28@mail.com,9110068971,B.Tech,2024-08-12 06:00:00,Waitlisted,177333,50929,Partially Paid
1735,STU-2735,Sanjay Reddy,sanjay.75@mail.com,9398393476,B.Tech,2024-08-12 07:00:00,Rejected,197464,44886,Paid
1736,STU-2736,Anita Reddy,anita.58@mail.com,9665548411,BCA,2024-08-12 08:00:00,Rejected,161349,152758,Partially Paid
1737,STU-2737,Amit Reddy,amit.75@mail.com,9600305877,BBA,2024-08-12 09:00:00,Rejected,109039,106407,Paid
1738,STU-2738,Sneha Reddy,sneha.63@mail.com,9627525545,MCA,2024-08-12 10:00:00,Waitlisted,87765,111954,Paid
1739,STU-2739,Manish Sharma,manish.28@mail.com,9487431312,BBA,2024-08-12 11:00:00,Rejected,93401,64354,Partially Paid
1740,STU-2740,Sanjay Nair,sanjay.74@mail.com,9877348164,MCA,2024-08-12 12:00:00,Admitted,98938,67745,Paid
1741,STU-2741,Kiran Verma,kiran.42@mail.com,9978435136,MCA,2024-08-12 13:00:00,Rejected,77209,113323,Pending
1742,STU-2742,Manish Singh,manish.46@mail.com,9457906587,MBA,2024-08-12 14:00:00,Admitted,166027,139926,Paid
1743,STU-2743,Manish Choudhary,manish.64@mail.com,9622459161,MCA,2024-08-12 15:00:00,Waitlisted,95815,103062,Partially Paid
1744,STU-2744,Olivia Williams,olivia.61@mail.com,9569205259,BBA,2024-08-12 16:00:00,Admitted,139138,125884,Pending
1745,STU-2745,Sneha Verma,sneha.29@mail.com,9889693079,MBA,2024-08-12 17:00:00,Rejected,143965,145011,Pending
1746,STU-2746,Robert Johnson,robert.16@mail.com,9440595296,BBA,2024-08-12 18:00:00,Admitted,64041,22913,Pending
1747,STU-2747,Amit Singh,amit.35@mail.com,9144372083,BCA,2024-08-12 19:00:00,Admitted,60302,95387,Paid
1748,STU-2748,Sanjay Nair,sanjay.29@mail.com,9803937046,MCA,2024-08-12 20:00:00,Admitted,96307,172752,Partially Paid
1749,STU-2749,Pooja Nair,pooja.25@mail.com,9210860505,B.Tech,2024-08-12 21:00:00,Rejected,161215,176688,Partially Paid
1750,STU-2750,Sneha Iyer,sneha.58@mail.com,9353028242,MCA,2024-08-12 22:00:00,Admitted,87532,110388,Pending
1751,STU-2751,Michael Williams,michael.94@mail.com,9688405680,BCA,2024-08-12 23:00:00,Rejected,137626,130753,Pending
1752,STU-2752,Rohit Verma,rohit.52@mail.com,9340284986,MBA,2024-08-13 00:00:00,Admitted,159359,78453,Paid
1753,STU-2753,Neha Das,neha.27@mail.com,9825737895,MBA,2024-08-13 01:00:00,Admitted,179645,58072,Paid
1754,STU-2754,Neha Gupta,neha.18@mail.com,9954550198,MBA,2024-08-13 02:00:00,Waitlisted,73808,137232,Paid
1755,STU-2755,Anita Patel,anita.94@mail.com,9644203714,BCA,2024-08-13 03:00:00,Admitted,60376,127433,Paid
1756,STU-2756,Karthik Choudhary,karthik.12@mail.com,9939562025,MBA,2024-08-13 04:00:00,Waitlisted,68688,175655,Pending
1757,STU-2757,Sneha Gupta,sneha.21@mail.com,9330472302,B.Tech,2024-08-13 05:00:00,Admitted,79965,136373,Partially Paid
1758,STU-2758,Karthik Singh,karthik.47@mail.com,9207582136,BCA,2024-08-13 06:00:00,Rejected,144920,123828,Partially Paid
1759,STU-2759,Arjun Iyer,arjun.17@mail.com,9679292653,MCA,2024-08-13 07:00:00,Waitlisted,131242,94800,Paid
1760,STU-2760,Deepa Das,deepa.61@mail.com,9295146332,BBA,2024-08-13 08:00:00,Waitlisted,190399,62556,Paid
1761,STU-2761,Rahul Iyer,rahul.43@mail.com,9430308896,MBA,2024-08-13 09:00:00,Waitlisted,192388,170112,Pending
1762,STU-2762,Rohit Sharma,rohit.75@mail.com,9583391254,BBA,2024-08-13 10:00:00,Admitted,135921,179696,Partially Paid
1763,STU-2763,Sanjay Nair,sanjay.62@mail.com,9596918198,BCA,2024-08-13 11:00:00,Admitted,137157,78228,Pending
1764,STU-2764,Nisha Patel,nisha.15@mail.com,9846026034,MBA,2024-08-13 12:00:00,Waitlisted,93206,22930,Paid
1765,STU-2765,Arjun Choudhary,arjun.97@mail.com,9721206381,B.Tech,2024-08-13 13:00:00,Rejected,67861,69962,Pending
1766,STU-2766,Rohit Nair,rohit.40@mail.com,9382414195,BBA,2024-08-13 14:00:00,Waitlisted,98541,169181,Partially Paid
1767,STU-2767,Sophia Brown,sophia.10@mail.com,9536539706,BBA,2024-08-13 15:00:00,Waitlisted,95186,136502,Pending
1768,STU-2768,Pooja Singh,pooja.56@mail.com,9342053184,BBA,2024-08-13 16:00:00,Rejected,82307,176368,Paid
1769,STU-2769,Priya Gupta,priya.13@mail.com,9740618562,MCA,2024-08-13 17:00:00,Rejected,155962,88014,Paid
1770,STU-2770,Manish Verma,manish.19@mail.com,9101794612,BBA,2024-08-13 18:00:00,Rejected,61849,148551,Paid
1771,STU-2771,Amit Reddy,amit.79@mail.com,9117310552,MCA,2024-08-13 19:00:00,Waitlisted,198589,131058,Pending
1772,STU-2772,Nisha Sharma,nisha.73@mail.com,9239990945,BBA,2024-08-13 20:00:00,Waitlisted,124575,54252,Pending
1773,STU-2773,Rohit Singh,rohit.77@mail.com,9201964809,BCA,2024-08-13 21:00:00,Rejected,100841,60142,Pending
1774,STU-2774,Rahul Gupta,rahul.14@mail.com,9877317592,MBA,2024-08-13 22:00:00,Admitted,188266,177793,Paid
1775,STU-2775,Deepa Nair,deepa.18@mail.com,9735480171,MBA,2024-08-13 23:00:00,Rejected,86871,67270,Partially Paid
1776,STU-2776,Sarah Lee,sarah.93@mail.com,9370154374,MBA,2024-08-14 00:00:00,Rejected,156253,101594,Paid
1777,STU-2777,Priya Patel,priya.54@mail.com,9809127921,B.Tech,2024-08-14 01:00:00,Waitlisted,62649,165727,Paid
1778,STU-2778,Deepa Gupta,deepa.96@mail.com,9697855448,BBA,2024-08-14 02:00:00,Waitlisted,186031,81661,Pending
1779,STU-2779,Manish Gupta,manish.64@mail.com,9195119274,MBA,2024-08-14 03:00:00,Waitlisted,173121,75931,Partially Paid
1780,STU-2780,Divya Gupta,divya.29@mail.com,9995388214,BBA,2024-08-14 04:00:00,Waitlisted,165753,46217,Pending
1781,STU-2781,Anita Gupta,anita.14@mail.com,9508155359,MBA,2024-08-14 05:00:00,Waitlisted,79204,47153,Pending
1782,STU-2782,Manish Das,manish.85@mail.com,9537265053,BCA,2024-08-14 06:00:00,Rejected,122988,155495,Paid
1783,STU-2783,Kiran Singh,kiran.66@mail.com,9572839668,MBA,2024-08-14 07:00:00,Rejected,119031,132174,Paid
1784,STU-2784,Sneha Choudhary,sneha.15@mail.com,9394453724,MBA,2024-08-14 08:00:00,Admitted,141724,141145,Paid
1785,STU-2785,Emily Brown,emily.48@mail.com,9123104202,MBA,2024-08-14 09:00:00,Admitted,114773,79497,Paid
1786,STU-2786,Meena Iyer,meena.35@mail.com,9859391858,BBA,2024-08-14 10:00:00,Rejected,79293,159392,Paid
1787,STU-2787,Olivia Moore,olivia.94@mail.com,9600907763,BBA,2024-08-14 11:00:00,Waitlisted,154268,126160,Partially Paid
1788,STU-2788,Arjun Choudhary,arjun.91@mail.com,9162056448,BBA,2024-08-14 12:00:00,Admitted,196899,143816,Paid
1789,STU-2789,Arjun Sharma,arjun.22@mail.com,9615150221,B.Tech,2024-08-14 13:00:00,Waitlisted,69391,37162,Pending
1790,STU-2790,Vivek Choudhary,vivek.73@mail.com,9173531115,BCA,2024-08-14 14:00:00,Admitted,182873,104715,Paid
1791,STU-2791,Pooja Reddy,pooja.50@mail.com,9332191086,BCA,2024-08-14 15:00:00,Rejected,139678,40546,Pending
1792,STU-2792,Pooja Reddy,pooja.84@mail.com,9143820194,MBA,2024-08-14 16:00:00,Rejected,110686,127810,Pending
1793,STU-2793,Sophia Lee,sophia.73@mail.com,9312892405,BBA,2024-08-14 17:00:00,Admitted,102017,138763,Partially Paid
1794,STU-2794,Priya Patel,priya.25@mail.com,9963060760,MBA,2024-08-14 18:00:00,Admitted,93825,172985,Paid
1795,STU-2795,Rajesh Singh,rajesh.35@mail.com,9912897917,BCA,2024-08-14 19:00:00,Rejected,143842,12953,Paid
1796,STU-2796,Manish Verma,manish.11@mail.com,9395103329,BBA,2024-08-14 20:00:00,Rejected,80914,133999,Partially Paid
1797,STU-2797,Pooja Das,pooja.79@mail.com,9157512697,BBA,2024-08-14 21:00:00,Rejected,162887,98028,Pending
1798,STU-2798,Divya Sharma,divya.16@mail.com,9662295516,MBA,2024-08-14 22:00:00,Admitted,119059,67595,Partially Paid
1799,STU-2799,Pooja Sharma,pooja.89@mail.com,9463337344,BCA,2024-08-14 23:00:00,Rejected,117841,15142,Pending
1800,STU-2800,Rahul Singh,rahul.11@mail.com,9219915270,B.Tech,2024-08-15 00:00:00,Admitted,127017,148279,Partially Paid
1801,STU-2801,Amit Singh,amit.45@mail.com,9550655318,BBA,2024-08-15 01:00:00,Waitlisted,117248,160950,Pending
1802,STU-2802,Karthik Patel,karthik.19@mail.com,9894597633,B.Tech,2024-08-15 02:00:00,Admitted,125369,165793,Paid
1803,STU-2803,Sanjay Singh,sanjay.54@mail.com,9244823657,BCA,2024-08-15 03:00:00,Rejected,122449,24635,Paid
1804,STU-2804,Daniel Jones,daniel.77@mail.com,9911030234,B.Tech,2024-08-15 04:00:00,Admitted,131368,92906,Partially Paid
1805,STU-2805,Neha Nair,neha.98@mail.com,9547308402,MBA,2024-08-15 05:00:00,Rejected,178615,166294,Paid
1806,STU-2806,Rajesh Gupta,rajesh.79@mail.com,9195553260,BCA,2024-08-15 06:00:00,Rejected,140902,134416,Partially Paid
1807,STU-2807,Priya Reddy,priya.10@mail.com,9117496759,BCA,2024-08-15 07:00:00,Admitted,99393,128533,Paid
1808,STU-2808,Anita Gupta,anita.93@mail.com,9629670175,B.Tech,2024-08-15 08:00:00,Rejected,195802,59595,Pending
1809,STU-2809,Manish Iyer,manish.77@mail.com,9552146604,MCA,2024-08-15 09:00:00,Admitted,103127,98471,Partially Paid
1810,STU-2810,Priya Iyer,priya.83@mail.com,9791186083,B.Tech,2024-08-15 10:00:00,Waitlisted,153584,178348,Pending
1811,STU-2811,John Johnson,john.87@mail.com,9134964251,BBA,2024-08-15 11:00:00,Admitted,169809,27080,Paid
1812,STU-2812,Meena Reddy,meena.24@mail.com,9786754437,BCA,2024-08-15 12:00:00,Waitlisted,101069,31981,Pending
1813,STU-2813,Rohit Singh,rohit.71@mail.com,9736533762,BCA,2024-08-15 13:00:00,Waitlisted,159887,98221,Partially Paid
1814,STU-2814,Rohit Verma,rohit.53@mail.com,9720851915,MCA,2024-08-15 14:00:00,Waitlisted,153250,68445,Pending
1815,STU-2815,John Smith,john.17@mail.com,9209288243,BBA,2024-08-15 15:00:00,Admitted,137199,99796,Pending
1816,STU-2816,Vivek Verma,vivek.20@mail.com,9462072143,MCA,2024-08-15 16:00:00,Waitlisted,110540,132146,Partially Paid
1817,STU-2817,Rahul Choudhary,rahul.11@mail.com,9996717168,MBA,2024-08-15 17:00:00,Waitlisted,83013,31260,Pending
1818,STU-2818,Rohit Singh,rohit.40@mail.com,9779521112,BBA,2024-08-15 18:00:00,Rejected,98827,10921,Paid
1819,STU-2819,Nisha Verma,nisha.72@mail.com,9664093416,MCA,2024-08-15 19:00:00,Admitted,131485,176331,Partially Paid
1820,STU-2820,Meena Reddy,meena.18@mail.com,9246387434,BBA,2024-08-15 20:00:00,Admitted,106604,132299,Partially Paid
1821,STU-2821,Rajesh Verma,rajesh.97@mail.com,9957255942,B.Tech,2024-08-15 21:00:00,Admitted,94767,123135,Pending
1822,STU-2822,Karthik Iyer,karthik.86@mail.com,9109227478,B.Tech,2024-08-15 22:00:00,Admitted,110331,62796,Paid
1823,STU-2823,David Williams,david.38@mail.com,9928172207,B.Tech,2024-08-15 23:00:00,Admitted,137223,23091,Paid
1824,STU-2824,Rajesh Sharma,rajesh.78@mail.com,9968069641,BCA,2024-08-16 00:00:00,Admitted,91664,99024,Paid
1825,STU-2825,Neha Singh,neha.99@mail.com,9694205389,B.Tech,2024-08-16 01:00:00,Admitted,115390,121363,Partially Paid
1826,STU-2826,Sanjay Sharma,sanjay.45@mail.com,9308134889,BBA,2024-08-16 02:00:00,Rejected,99861,89746,Partially Paid
1827,STU-2827,Rahul Nair,rahul.55@mail.com,9259578040,BCA,2024-08-16 03:00:00,Rejected,158216,103112,Pending
1828,STU-2828,Manish Patel,manish.89@mail.com,9777010754,BBA,2024-08-16 04:00:00,Admitted,132407,169488,Paid
1829,STU-2829,Robert Moore,robert.35@mail.com,9584713242,B.Tech,2024-08-16 05:00:00,Admitted,114346,175245,Paid
1830,STU-2830,Vivek Singh,vivek.42@mail.com,9610966130,BCA,2024-08-16 06:00:00,Rejected,115715,97913,Pending
1831,STU-2831,Vivek Singh,vivek.35@mail.com,9383046437,BBA,2024-08-16 07:00:00,Admitted,156128,146019,Partially Paid
1832,STU-2832,Kiran Reddy,kiran.57@mail.com,9652788221,BBA,2024-08-16 08:00:00,Admitted,71778,28430,Pending
1833,STU-2833,Neha Patel,neha.59@mail.com,9992595128,MBA,2024-08-16 09:00:00,Admitted,184083,69651,Pending
1834,STU-2834,Rohit Choudhary,rohit.69@mail.com,9468783446,MCA,2024-08-16 10:00:00,Admitted,196013,141325,Paid
1835,STU-2835,Rohit Choudhary,rohit.92@mail.com,9458406137,BCA,2024-08-16 11:00:00,Admitted,127235,127158,Partially Paid
1836,STU-2836,Neha Iyer,neha.88@mail.com,9477124013,BCA,2024-08-16 12:00:00,Rejected,140398,120765,Partially Paid
1837,STU-2837,Anita Nair,anita.87@mail.com,9261839078,BBA,2024-08-16 13:00:00,Rejected,75186,160116,Pending
1838,STU-2838,Meena Sharma,meena.81@mail.com,9771737854,B.Tech,2024-08-16 14:00:00,Rejected,194873,87448,Pending
1839,STU-2839,Rohit Iyer,rohit.86@mail.com,9495062010,BBA,2024-08-16 15:00:00,Waitlisted,132574,38479,Pending
1840,STU-2840,Karthik Nair,karthik.65@mail.com,9866961876,BBA,2024-08-16 16:00:00,Rejected,81976,151535,Partially Paid
1841,STU-2841,Rakesh Singh,rakesh.95@mail.com,9188523790,MBA,2024-08-16 17:00:00,Admitted,160125,177008,Pending
1842,STU-2842,Deepa Choudhary,deepa.78@mail.com,9919690793,BCA,2024-08-16 18:00:00,Waitlisted,155534,174845,Pending
1843,STU-2843,Amit Patel,amit.54@mail.com,9710206071,B.Tech,2024-08-16 19:00:00,Waitlisted,145840,71766,Paid
1844,STU-2844,Anita Gupta,anita.53@mail.com,9178132660,MBA,2024-08-16 20:00:00,Rejected,91957,174212,Pending
1845,STU-2845,Nisha Singh,nisha.50@mail.com,9678761000,MCA,2024-08-16 21:00:00,Admitted,87017,111004,Pending
1846,STU-2846,Sneha Verma,sneha.57@mail.com,9759662897,MCA,2024-08-16 22:00:00,Waitlisted,135552,129798,Pending
1847,STU-2847,Vivek Das,vivek.79@mail.com,9707112406,BBA,2024-08-16 23:00:00,Rejected,199758,101399,Paid
1848,STU-2848,Manish Gupta,manish.44@mail.com,9220830731,BBA,2024-08-17 00:00:00,Admitted,153009,149796,Pending
1849,STU-2849,Emma Smith,emma.45@mail.com,9399955342,BBA,2024-08-17 01:00:00,Admitted,115338,111714,Pending
1850,STU-2850,Nisha Singh,nisha.64@mail.com,9750033887,BCA,2024-08-17 02:00:00,Waitlisted,184412,162381,Pending
1851,STU-2851,Manish Reddy,manish.46@mail.com,9556051373,BBA,2024-08-17 03:00:00,Admitted,79653,92514,Partially Paid
1852,STU-2852,Rohit Nair,rohit.18@mail.com,9201103557,BBA,2024-08-17 04:00:00,Waitlisted,151519,67661,Pending
1853,STU-2853,Daniel Anderson,daniel.90@mail.com,9413598330,MBA,2024-08-17 05:00:00,Rejected,114045,128177,Paid
1854,STU-2854,Priya Nair,priya.94@mail.com,9362274741,B.Tech,2024-08-17 06:00:00,Rejected,106086,62242,Pending
1855,STU-2855,Rajesh Patel,rajesh.96@mail.com,9282022070,MBA,2024-08-17 07:00:00,Waitlisted,197629,100225,Partially Paid
1856,STU-2856,Divya Singh,divya.83@mail.com,9866353265,MCA,2024-08-17 08:00:00,Waitlisted,197978,75126,Partially Paid
1857,STU-2857,Amit Verma,amit.23@mail.com,9160583352,B.Tech,2024-08-17 09:00:00,Admitted,133924,75178,Pending
1858,STU-2858,Rohit Nair,rohit.63@mail.com,9582303675,MCA,2024-08-17 10:00:00,Admitted,108754,62091,Pending
1859,STU-2859,Rohit Iyer,rohit.68@mail.com,9126264501,MCA,2024-08-17 11:00:00,Waitlisted,74687,62111,Pending
1860,STU-2860,Neha Iyer,neha.41@mail.com,9729704927,BCA,2024-08-17 12:00:00,Admitted,198456,137459,Pending
1861,STU-2861,Rakesh Verma,rakesh.36@mail.com,9892585889,BBA,2024-08-17 13:00:00,Waitlisted,109100,129233,Paid
1862,STU-2862,Divya Sharma,divya.47@mail.com,9964075027,MBA,2024-08-17 14:00:00,Admitted,197826,160880,Pending
1863,STU-2863,Anita Choudhary,anita.13@mail.com,9528897884,MBA,2024-08-17 15:00:00,Rejected,132213,69973,Pending
